Nombre de pièces principales,Arrondissement_10e,Arrondissement_11e,Arrondissement_12e,Arrondissement_13e,Arrondissement_14e,Arrondissement_15e,Arrondissement_16e,Arrondissement_17e,Arrondissement_18e,Arrondissement_19e,Arrondissement_1er,Arrondissement_20e,Arrondissement_2e,Arrondissement_3e,Arrondissement_4e,Arrondissement_5e,Arrondissement_6e,Arrondissement_7e,Arrondissement_8e,Arrondissement_9e,Type de locationom_meublé,Type de locationom_non meublé
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
