host_is_superhost,host_listings_count,host_identity_verified,bathrooms_text,bedrooms,Arrondissement_10e,Arrondissement_11e,Arrondissement_12e,Arrondissement_13e,Arrondissement_14e,Arrondissement_15e,Arrondissement_16e,Arrondissement_17e,Arrondissement_18e,Arrondissement_19e,Arrondissement_1er,Arrondissement_20e,Arrondissement_2e,Arrondissement_3e,Arrondissement_4e,Arrondissement_5e,Arrondissement_6e,Arrondissement_7e,Arrondissement_8e,Arrondissement_9e,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,has_kitchen,has_wifi,has_bathtub,has_elevator,has_air_conditioning,has_pets_allowed,has_tv,has_private_entrance,has_balcony,has_city_view
1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
